,taxon_name_w_authors,accepted_name_w_author,v13_taxon_name_w_authors,v13_chained_accepted_name_w_author,v13_direct_accepted_name_w_author
484839,Comarum flavum Buch.-Ham. ex Roxb.,Potentilla supina subsp. supina,Potentilla supina subsp. supina,Potentilla supina subsp. supina,Potentilla supina subsp. paradoxa (Nutt.) Soják
484868,Pygeum persimile Kurz,Prunus arborea var. arborea,Prunus arborea var. arborea,Prunus arborea var. arborea,Prunus grisea var. tomentosa (Koord. & Valeton) Kalkman
485272,Pyrus communis var. microcarpa Cout.,Pyrus communis subsp. communis,Pyrus communis subsp. communis,Pyrus communis subsp. communis,Pyrus cordata Desv.
485479,Rosa multiflora var. formosana Cardot,Rosa multiflora var. multiflora,Rosa multiflora var. multiflora,Rosa multiflora var. multiflora,Rosa transmorrisonensis Hayata
485658,Rosa spinosissima var. glandulosa (Bellardi) Heinr.Braun,Rosa spinosissima var. spinosissima,Rosa spinosissima var. spinosissima,Rosa spinosissima var. spinosissima,Rosa pendulina L.
485903,Rubus sprengelii subsp. hemistemon (P.J.Müll. ex Boulay) Boulay,Rubus sprengelii var. sprengelii,Rubus sprengelii var. sprengelii,Rubus sprengelii var. sprengelii,
486215,Lunathyrium vegetius (Kitag.) Ching,Deparia vegetior var. vegetior,Deparia vegetior var. vegetior,Deparia vegetior var. vegetior,Deparia vegetior (Kitag.) X.C.Zhang
486217,Lunathyrium auriculatum W.M.Chu & Z.R.Wang,Deparia auriculata var. auriculata,Deparia auriculata var. auriculata,Deparia auriculata var. auriculata,Deparia auriculata (W.M.Chu & Z.R.Wang) Z.R.Wang
486231,Alsinopsis nuttallii (Pax) Small,Sabulina nuttallii var. nuttallii,Sabulina nuttallii var. nuttallii,Sabulina nuttallii var. nuttallii,Sabulina nuttallii (Pax) Dillenb. & Kadereit
486369,Memecylon blakeoides G.Don,Spathandra blakeoides var. blakeoides,Spathandra blakeoides var. blakeoides,Spathandra blakeoides var. blakeoides,Spathandra blakeoides (G.Don) Jacq.-Fél.
486408,Acinodendron cinerascens (Miq.) Kuntze,Miconia cinerascens var. cinerascens,Miconia cinerascens var. cinerascens,Miconia cinerascens var. cinerascens,Miconia cinerascens Miq.
486415,Melastoma impetiolare Sw.,Miconia impetiolaris var. impetiolaris,Miconia impetiolaris var. impetiolaris,Miconia impetiolaris var. impetiolaris,Miconia impetiolaris (Sw.) D.Don
486420,Clidemia melanotricha Triana,Miconia melanotricha var. melanotricha,Miconia melanotricha var. melanotricha,Miconia melanotricha var. melanotricha,Miconia melanotricha (Triana) Gleason
486423,Acinodendron stamineum (Desr.) Kuntze,Miconia staminea var. staminea,Miconia staminea var. staminea,Miconia staminea var. staminea,Miconia staminea (Desr.) DC.
486427,Melastoma stamineum Desr.,Miconia staminea var. staminea,Miconia staminea var. staminea,Miconia staminea var. staminea,Miconia staminea (Desr.) DC.
486431,Blakea hirsuta var. hirsutissima J.F.Macbr.,Blakea hirsutissima var. hirsutissima,Blakea hirsutissima var. hirsutissima,Blakea hirsutissima var. hirsutissima,Blakea hirsutissima (J.F.Macbr.) Wurdack
486439,Barthea chinensis Hook.f.,Barthea barthei var. barthei,Barthea barthei var. barthei,Barthea barthei var. barthei,Barthea barthei (Hance ex Benth.) Krasser
486442,Dissochaeta barthei Hance ex Benth.,Barthea barthei var. barthei,Barthea barthei var. barthei,Barthea barthei var. barthei,Barthea barthei (Hance ex Benth.) Krasser
486458,Veprecella macrophylla Naudin,Gravesia macrophylla var. macrophylla,Gravesia macrophylla var. macrophylla,Gravesia macrophylla var. macrophylla,Gravesia macrophylla (Naudin) Drake
486465,Melastoma theifolium G.Don,Melastomastrum theifolium var. theifolium,Melastomastrum theifolium var. theifolium,Melastomastrum theifolium var. theifolium,Melastomastrum theifolium (G.Don) A.Fern. & R.Fern.
486502,Rhexia trichotoma var. exalbida (Michx.) Pers.,Rhexia mariana var. mariana,Rhexia mariana var. mariana,Rhexia mariana var. mariana,Rhexia mariana var. exalbida Michx.
486526,Solanum tenuilobatum Parish,Solanum umbelliferum var. umbelliferum,Solanum umbelliferum var. umbelliferum,Solanum umbelliferum var. umbelliferum,Solanum umbelliferum var. tenuilobatum (Parish) D.J.Keil
486532,Chuquiraga brasiliensis (Spreng.) Kuntze,Dasyphyllum brasiliense var. brasiliense,Dasyphyllum brasiliense var. brasiliense,Dasyphyllum brasiliense var. brasiliense,Dasyphyllum brasiliense (Spreng.) Cabrera
486537,Flotovia brasiliensis (Spreng.) Cabrera ex Tovar,Dasyphyllum brasiliense var. brasiliense,Dasyphyllum brasiliense var. brasiliense,Dasyphyllum brasiliense var. brasiliense,Dasyphyllum brasiliense (Spreng.) Cabrera
486538,Flotovia glabra Spreng.,Dasyphyllum brasiliense var. brasiliense,Dasyphyllum brasiliense var. brasiliense,Dasyphyllum brasiliense var. brasiliense,Dasyphyllum brasiliense (Spreng.) Cabrera
486541,Johannia brasiliensis Spreng.,Dasyphyllum brasiliense var. brasiliense,Dasyphyllum brasiliense var. brasiliense,Dasyphyllum brasiliense var. brasiliense,Dasyphyllum brasiliense (Spreng.) Cabrera
486625,Cirsium ochrocentrum var. townsendii Petr.,Cirsium ochrocentrum var. ochrocentrum,Cirsium ochrocentrum var. ochrocentrum,Cirsium ochrocentrum var. ochrocentrum,Cirsium townsendii (Petr.) G.L.Nesom
486632,Onopordum bracteatum subsp. myriacanthum (Boiss.) Franco,Onopordum myriacanthum subsp. myriacanthum,Onopordum myriacanthum subsp. myriacanthum,Onopordum myriacanthum subsp. myriacanthum,Onopordum myriacanthum Boiss.
486639,Aplotaxis uniflora DC.,Saussurea uniflora var. uniflora,Saussurea uniflora var. uniflora,Saussurea uniflora var. uniflora,Saussurea uniflora (DC.) Wall. ex Sch.Bip.
486641,Centaurea junoniana Svent.,Cheirolophus junonianus var. junonianus,Cheirolophus junonianus var. junonianus,Cheirolophus junonianus var. junonianus,Cheirolophus junonianus (Svent.) Holub
486645,Aplotaxis caespitosa DC.,Saussurea caespitosa var. caespitosa,Saussurea caespitosa var. caespitosa,Saussurea caespitosa var. caespitosa,Saussurea caespitosa (DC.) Wall. ex Sch.Bip.
486660,Stechmannia dumulosa (Boiss.) Soják,Jurinea dumulosa var. dumulosa,Jurinea dumulosa var. dumulosa,Jurinea dumulosa var. dumulosa,Jurinea dumulosa Boiss.
486670,Cheirolepis cataonica (Boiss. & Hausskn.) Czerep.,Centaurea cataonica subsp. cataonica,Centaurea cataonica subsp. cataonica,Centaurea cataonica subsp. cataonica,Centaurea cataonica Boiss. & Hausskn.
486744,Ageratum polyphyllum Baker,Ageratinastrum polyphyllum var. polyphyllum,Ageratinastrum polyphyllum var. polyphyllum,Ageratinastrum polyphyllum var. polyphyllum,Ageratinastrum polyphyllum (Baker) Mattf.
486746,Erlangea inyangana (N.E.Br.) B.L.Burtt,Bothriocline inyangana var. inyangana,Bothriocline inyangana var. inyangana,Bothriocline inyangana var. inyangana,Bothriocline inyangana N.E.Br.
486784,Ixeris gracilis (DC.) Stebbins,Ixeridium gracile var. gracile,Ixeridium gracile var. gracile,Ixeridium gracile var. gracile,Ixeridium gracile (DC.) Pak & Kawano
486846,Picridium ligulatum Kunze,Reichardia ligulata var. ligulata,Reichardia ligulata var. ligulata,Reichardia ligulata var. ligulata,Reichardia tingitana var. tingitana
486914,Basteria aculeata Houtt.,Cullumia aculeata var. aculeata,Cullumia aculeata var. aculeata,Cullumia aculeata var. aculeata,Cullumia aculeata (Houtt.) Roessler
486922,Berkheya aculeata (Houtt.) Merr.,Cullumia aculeata var. aculeata,Cullumia aculeata var. aculeata,Cullumia aculeata var. aculeata,Cullumia aculeata (Houtt.) Roessler
486938,Senecio dahuricus Sch.Bip.,Parasenecio auriculatus var. auriculatus,Parasenecio auriculatus var. auriculatus,Parasenecio auriculatus var. auriculatus,Parasenecio auriculatus (DC.) J.R.Grant
486942,Hasteola auriculata (DC.) Pojark.,Parasenecio auriculatus var. auriculatus,Parasenecio auriculatus var. auriculatus,Parasenecio auriculatus var. auriculatus,Parasenecio auriculatus (DC.) J.R.Grant
486944,Cacalia palmatisecta (Jeffrey) Hand.-Mazz.,Parasenecio palmatisectus var. palmatisectus,Parasenecio palmatisectus var. palmatisectus,Parasenecio palmatisectus var. palmatisectus,Parasenecio palmatisectus (Jeffrey) Y.L.Chen
486945,Koyamacalia palmatisecta (Jeffrey) H.Rob. & Brettell,Parasenecio palmatisectus var. palmatisectus,Parasenecio palmatisectus var. palmatisectus,Parasenecio palmatisectus var. palmatisectus,Parasenecio palmatisectus (Jeffrey) Y.L.Chen
486953,Senecillis dux (C.B.Clarke) Kitam.,Ligularia dux var. dux,Ligularia dux var. dux,Ligularia dux var. dux,Ligularia dux (C.B.Clarke) Y.Ling
486955,Senecillis liatroides (C.Winkl.) Kitam.,Ligularia liatroides var. liatroides,Ligularia liatroides var. liatroides,Ligularia liatroides var. liatroides,Ligularia liatroides (C.Winkl.) Hand.-Mazz.
486956,Senecio liatroides C.Winkl.,Ligularia liatroides var. liatroides,Ligularia liatroides var. liatroides,Ligularia liatroides var. liatroides,Ligularia liatroides (C.Winkl.) Hand.-Mazz.
486964,Senecillis stenocephala (Maxim.) Kitam.,Ligularia stenocephala var. stenocephala,Ligularia stenocephala var. stenocephala,Ligularia stenocephala var. stenocephala,Ligularia stenocephala (Maxim.) Matsum. & Koidz.
486967,Cremanthodium virgaurea (Maxim.) Hand.-Mazz.,Ligularia virgaurea var. virgaurea,Ligularia virgaurea var. virgaurea,Ligularia virgaurea var. virgaurea,Ligularia virgaurea (Maxim.) Mattf. ex Rehder & Kobuski
486971,Senecillis virgaurea (Maxim.) Kitam.,Ligularia virgaurea var. virgaurea,Ligularia virgaurea var. virgaurea,Ligularia virgaurea var. virgaurea,Ligularia virgaurea (Maxim.) Mattf. ex Rehder & Kobuski
486974,Senecio virgaurea Maxim.,Ligularia virgaurea var. virgaurea,Ligularia virgaurea var. virgaurea,Ligularia virgaurea var. virgaurea,Ligularia virgaurea (Maxim.) Mattf. ex Rehder & Kobuski
486982,Senecio flammeus var. rufus (Hand.-Mazz.) Z.Ying Zhang & Y.H.Guo,Tephroseris rufa var. rufa,Tephroseris rufa var. rufa,Tephroseris rufa var. rufa,Tephroseris rufa (Hand.-Mazz.) B.Nord.
486983,Senecio rufus Hand.-Mazz.,Tephroseris rufa var. rufa,Tephroseris rufa var. rufa,Tephroseris rufa var. rufa,Tephroseris rufa (Hand.-Mazz.) B.Nord.
487003,Senecio bellidioides Hook.f.,Brachyglottis bellidioides var. bellidioides,Brachyglottis bellidioides var. bellidioides,Brachyglottis bellidioides var. bellidioides,Brachyglottis bellidioides (Hook.f.) B.Nord.
487004,Senecio bidwillii Hook.f.,Brachyglottis bidwillii var. bidwillii,Brachyglottis bidwillii var. bidwillii,Brachyglottis bidwillii var. bidwillii,Brachyglottis bidwillii (Hook.f.) B.Nord.
487128,Helichrysum backhousei F.Muell. ex Benth.,Ozothamnus rodwayi var. rodwayi,Ozothamnus rodwayi var. rodwayi,Ozothamnus rodwayi var. rodwayi,Ozothamnus rodwayi Orchard
487130,Ozothamnus backhousei Hook.f.,Ozothamnus rodwayi var. rodwayi,Ozothamnus rodwayi var. rodwayi,Ozothamnus rodwayi var. rodwayi,Ozothamnus rodwayi Orchard
487131,Helichrysum cuneifolium (A.Cunn. ex DC.) Tovey & P.Morris,Ozothamnus rodwayi var. rodwayi,Ozothamnus rodwayi var. rodwayi,Ozothamnus rodwayi var. rodwayi,Ozothamnus rodwayi Orchard
487145,Leontopodium spathulatum Kitam.,Leontopodium japonicum var. japonicum,Leontopodium japonicum var. japonicum,Leontopodium japonicum var. japonicum,Leontopodium japonicum var. spathulatum (Kitam.) Murata
487155,Stoebe aspera Thunb.,Helichrysum asperum var. asperum,Helichrysum asperum var. asperum,Helichrysum asperum var. asperum,Helichrysum asperum (Thunb.) Hilliard & B.L.Burtt
487240,Psila boliviensis (Wedd.) Cabrera,Baccharis boliviensis var. boliviensis,Baccharis boliviensis var. boliviensis,Baccharis boliviensis var. boliviensis,Baccharis boliviensis (Wedd.) Cabrera
487362,Aster ageratoides f. albidus Kitam.,Aster microcephalus var. microcephalus,Aster microcephalus var. microcephalus,Aster microcephalus var. microcephalus,Aster microcephalus var. ovatus (Franch. & Sav.) Soejima & Mot.Ito
487363,Aster microcephalus f. albidus (Kitam.) Yonek.,Aster microcephalus var. microcephalus,Aster microcephalus var. microcephalus,Aster microcephalus var. microcephalus,Aster microcephalus var. ovatus (Franch. & Sav.) Soejima & Mot.Ito
487490,Machaeranthera asteroides (Torr.) Greene,Dieteria asteroides var. asteroides,Dieteria asteroides var. asteroides,Dieteria asteroides var. asteroides,Dieteria asteroides Torr.
487739,Oritrophium vahlii (Gaudich.) Cuatrec.,Symphyotrichum vahlii var. vahlii,Symphyotrichum vahlii var. vahlii,Symphyotrichum vahlii var. vahlii,Symphyotrichum vahlii (Gaudich.) G.L.Nesom
487753,Erigeron villarsii proles mixtus (Arv.-Touv.) Rouy,Erigeron atticus var. atticus,Erigeron atticus var. atticus,Erigeron atticus var. atticus,Erigeron schleicheri Gremli
487874,Chrysanthemum sanguineum Parsa,Tanacetum sanguineum f. sanguineum,Tanacetum sanguineum f. sanguineum,Tanacetum sanguineum f. sanguineum,Tanacetum sanguineum (Parsa) Parsa
487878,"Achillea gussonei Ces., Pass. & Gibelli",Anthemis abrotanifolia f. abrotanifolia,Anthemis abrotanifolia f. abrotanifolia,Anthemis abrotanifolia f. abrotanifolia,"Anthemis pseudoabrotanifolia C.Brullo, Brullo & Giusso"
487889,Chamaemelum rosellum Boiss. & Orph.,Tripleurospermum rosellum var. rosellum,Tripleurospermum rosellum var. rosellum,Tripleurospermum rosellum var. rosellum,Tripleurospermum rosellum (Boiss. & Orph.) Hayek
488008,Coreopsis ternata Chiov.,Bidens ternata var. ternata,Bidens ternata var. ternata,Bidens ternata var. ternata,Bidens ternata (Chiov.) Sherff
488345,Eupatorium speciosum Vent.,Liatris elegans var. elegans,Liatris elegans var. elegans,Liatris elegans var. elegans,Liatris elegans (Walter) Michx.
488427,Serratula speciosa Aiton,Liatris elegans var. elegans,Liatris elegans var. elegans,Liatris elegans var. elegans,Liatris elegans (Walter) Michx.
488555,Calamaria bolanderi (Engelm.) Kuntze,Isoetes bolanderi var. bolanderi,Isoetes bolanderi var. bolanderi,Isoetes bolanderi var. bolanderi,Isoetes bolanderi Engelm.
488585,Cheilanthes rigescens Kunze,Hypolepis rigescens var. rigescens,Hypolepis rigescens var. rigescens,Hypolepis rigescens var. rigescens,Hypolepis rigescens (Kunze) T.Moore
488641,Pteris imbricata Cav. ex Sw.,Jamesonia imbricata var. imbricata,Jamesonia imbricata var. imbricata,Jamesonia imbricata var. imbricata,Jamesonia imbricata (Cav. ex Sw.) Hook. & Grev.
488642,Pteris orbiculata Poir.,Jamesonia imbricata var. imbricata,Jamesonia imbricata var. imbricata,Jamesonia imbricata var. imbricata,Jamesonia imbricata (Cav. ex Sw.) Hook. & Grev.
488740,Osmunda tomentosa Savigny,Anemia tomentosa var. tomentosa,Anemia tomentosa var. tomentosa,Anemia tomentosa var. tomentosa,Anemia tomentosa (Savigny) Sw.
488744,Acrostichum elegans Vahl,Schizaea elegans var. elegans,Schizaea elegans var. elegans,Schizaea elegans var. elegans,Schizaea elegans (Vahl) Sw.
488915,Dryopteris gymnopoda (Baker) C.Chr.,Coryphopteris gymnopoda var. gymnopoda,Coryphopteris gymnopoda var. gymnopoda,Coryphopteris gymnopoda var. gymnopoda,Coryphopteris gymnopoda (Baker) Holttum
488920,Lastrea gymnopoda (Baker) Copel.,Coryphopteris gymnopoda var. gymnopoda,Coryphopteris gymnopoda var. gymnopoda,Coryphopteris gymnopoda var. gymnopoda,Coryphopteris gymnopoda (Baker) Holttum
488923,Nephrodium gymnopodum Baker,Coryphopteris gymnopoda var. gymnopoda,Coryphopteris gymnopoda var. gymnopoda,Coryphopteris gymnopoda var. gymnopoda,Coryphopteris gymnopoda (Baker) Holttum
488924,Thelypteris gymnopoda (Baker) C.F.Reed,Coryphopteris gymnopoda var. gymnopoda,Coryphopteris gymnopoda var. gymnopoda,Coryphopteris gymnopoda var. gymnopoda,Coryphopteris gymnopoda (Baker) Holttum
488926,Dryopteris pectiniformis C.Chr.,Coryphopteris pectiniformis var. pectiniformis,Coryphopteris pectiniformis var. pectiniformis,Coryphopteris pectiniformis var. pectiniformis,Coryphopteris pectiniformis (C.Chr.) Holttum
488927,Parathelypteris pectiniformis (C.Chr.) Ching,Coryphopteris pectiniformis var. pectiniformis,Coryphopteris pectiniformis var. pectiniformis,Coryphopteris pectiniformis var. pectiniformis,Coryphopteris pectiniformis (C.Chr.) Holttum
488928,Thelypteris pectiniformis (C.Chr.) Ching,Coryphopteris pectiniformis var. pectiniformis,Coryphopteris pectiniformis var. pectiniformis,Coryphopteris pectiniformis var. pectiniformis,Coryphopteris pectiniformis (C.Chr.) Holttum
488975,Callipteris atirrensis (Donn.Sm.) Pacheco & R.C.Moran,Diplazium atirrense var. atirrense,Diplazium atirrense var. atirrense,Diplazium atirrense var. atirrense,Diplazium atirrense (Donn.Sm.) Lellinger
488991,Polypodium crinale Hook. & Arn.,Dryopteris crinalis var. crinalis,Dryopteris crinalis var. crinalis,Dryopteris crinalis var. crinalis,Dryopteris crinalis (Hook. & Arn.) C.Chr.
488993,Lastrea glabra Brack.,Dryopteris glabra var. glabra,Dryopteris glabra var. glabra,Dryopteris glabra var. glabra,Dryopteris glabra (Brack.) Kuntze
488994,Thelypteris glabra (Brack.) Ching,Dryopteris glabra var. glabra,Dryopteris glabra var. glabra,Dryopteris glabra var. glabra,Dryopteris glabra (Brack.) Kuntze
489044,Aspidium multifidum Mett.,Polystichum multifidum var. multifidum,Polystichum multifidum var. multifidum,Polystichum multifidum var. multifidum,Polystichum multifidum (Mett.) T.Moore
489045,Dryopteris metteniana Kuntze,Polystichum multifidum var. multifidum,Polystichum multifidum var. multifidum,Polystichum multifidum var. multifidum,Polystichum multifidum (Mett.) T.Moore
489051,Polystichum platyphyllum f. genuina Rosenst.,Polystichum platyphyllum var. platyphyllum,Polystichum platyphyllum var. platyphyllum,Polystichum platyphyllum var. platyphyllum,Polystichum platyphyllum var. klotzschii Rosenst. ex Hicken
489068,Dryopteris ochrorachis (Baker) C.Chr.,Ctenitis ochrorachis var. ochrorachis,Ctenitis ochrorachis var. ochrorachis,Ctenitis ochrorachis var. ochrorachis,Ctenitis ochrorachis (Baker) Tardieu
489069,Nephrodium ochrorachis Baker,Ctenitis ochrorachis var. ochrorachis,Ctenitis ochrorachis var. ochrorachis,Ctenitis ochrorachis var. ochrorachis,Ctenitis ochrorachis (Baker) Tardieu
489073,Phegopteris refulgens Mett.,Ctenitis refulgens var. refulgens,Ctenitis refulgens var. refulgens,Ctenitis refulgens var. refulgens,Ctenitis refulgens (Mett.) Vareschi
489075,Dryopteris subconnexa (Christ) C.Chr.,Ctenitis subconnexa var. subconnexa,Ctenitis subconnexa var. subconnexa,Ctenitis subconnexa var. subconnexa,Ctenitis subconnexa (Christ) Holttum
489076,Phegopteris subconnexa Christ,Ctenitis subconnexa var. subconnexa,Ctenitis subconnexa var. subconnexa,Ctenitis subconnexa var. subconnexa,Ctenitis subconnexa (Christ) Holttum
489099,Lomaria aculeata Blume,Teratophyllum aculeatum var. aculeatum,Teratophyllum aculeatum var. aculeatum,Teratophyllum aculeatum var. aculeatum,Teratophyllum aculeatum (Blume) Mett. ex Kuhn
489102,Stenochlaena aculeata (Blume) Kunze,Teratophyllum aculeatum var. aculeatum,Teratophyllum aculeatum var. aculeatum,Teratophyllum aculeatum var. aculeatum,Teratophyllum aculeatum (Blume) Mett. ex Kuhn
489103,Acrostichum squamosum var. leucolepis Baker,Elaphoglossum leucolepis subsp. leucolepis,Elaphoglossum leucolepis subsp. leucolepis,Elaphoglossum leucolepis subsp. leucolepis,Elaphoglossum leucolepis (Baker) Krajina ex Tardieu
489120,Acrostichum petiolatum Sw.,Elaphoglossum petiolatum var. petiolatum,Elaphoglossum petiolatum var. petiolatum,Elaphoglossum petiolatum var. petiolatum,Elaphoglossum petiolatum (Sw.) Urb.
489148,Acrostichum antrophyoides Baker,Loxogramme antrophyoides var. antrophyoides,Loxogramme antrophyoides var. antrophyoides,Loxogramme antrophyoides var. antrophyoides,Loxogramme antrophyoides (Baker) C.Chr.
489150,Leptochilus antrophyoides (Baker) C.Chr.,Loxogramme antrophyoides var. antrophyoides,Loxogramme antrophyoides var. antrophyoides,Loxogramme antrophyoides var. antrophyoides,Loxogramme antrophyoides (Baker) C.Chr.
489206,Aspidium palmatum Mett.,Tectaria palmata var. palmata,Tectaria palmata var. palmata,Tectaria palmata var. palmata,Tectaria palmata (Mett.) Copel.
489215,Polypodium orientale J.F.Gmel.,Arthropteris orientalis var. orientalis,Arthropteris orientalis var. orientalis,Arthropteris orientalis var. orientalis,Arthropteris orientalis (J.F.Gmel.) Posth.
489220,Cyclophorus confluens (R.Br.) C.Chr.,Pyrrosia confluens var. confluens,Pyrrosia confluens var. confluens,Pyrrosia confluens var. confluens,Pyrrosia confluens (R.Br.) Ching
489226,Polypodium confluens R.Br.,Pyrrosia confluens var. confluens,Pyrrosia confluens var. confluens,Pyrrosia confluens var. confluens,Pyrrosia confluens (R.Br.) Ching
489230,Cyclophorus foveolatus Alston,Pyrrosia foveolata var. foveolata,Pyrrosia foveolata var. foveolata,Pyrrosia foveolata var. foveolata,Pyrrosia foveolata (Alston) C.V.Morton
489273,Hemitelia walkerae (Hook.) C.Presl,Alsophila walkerae var. walkerae,Alsophila walkerae var. walkerae,Alsophila walkerae var. walkerae,Alsophila walkerae (Hook.) J.Sm.
489279,Athyrium quelpartense (Christ) Ching,Thelypteris quelpartensis var. quelpartensis,Thelypteris quelpartensis var. quelpartensis,Thelypteris quelpartensis var. quelpartensis,Thelypteris quelpartensis (Christ) Ching
489293,Stegnogramma gymnocarpa (Copel.) K.Iwats.,Thelypteris gymnocarpa subsp. gymnocarpa,Thelypteris gymnocarpa subsp. gymnocarpa,Thelypteris gymnocarpa subsp. gymnocarpa,Thelypteris gymnocarpa (Copel.) C.V.Morton
489295,Dryopteris gymnocarpa Copel.,Thelypteris gymnocarpa subsp. gymnocarpa,Thelypteris gymnocarpa subsp. gymnocarpa,Thelypteris gymnocarpa subsp. gymnocarpa,Thelypteris gymnocarpa (Copel.) C.V.Morton
489296,Lastrea gymnocarpa (Copel.) Copel.,Thelypteris gymnocarpa subsp. gymnocarpa,Thelypteris gymnocarpa subsp. gymnocarpa,Thelypteris gymnocarpa subsp. gymnocarpa,Thelypteris gymnocarpa (Copel.) C.V.Morton
489297,Leptogramma gymnocarpa (Copel.) Ching,Thelypteris gymnocarpa subsp. gymnocarpa,Thelypteris gymnocarpa subsp. gymnocarpa,Thelypteris gymnocarpa subsp. gymnocarpa,Thelypteris gymnocarpa (Copel.) C.V.Morton
489312,Dryopteris hispidula (Decne.) Kuntze,Thelypteris hispidula var. hispidula,Thelypteris hispidula var. hispidula,Thelypteris hispidula var. hispidula,Thelypteris hispidula (Decne.) C.F.Reed
489474,Verbascum collinum Salisb.,Verbascum phoeniceum subsp. phoeniceum,Verbascum phoeniceum subsp. phoeniceum,Verbascum phoeniceum subsp. phoeniceum,Verbascum phoeniceum L.
490561,Bunchosia squarrosa Griseb.,Glicophyllum stylopterum (A.Juss.) R.F.Almeida,Glicophyllum stylopterum (A.Juss.) R.F.Almeida,Glicophyllum stylopterum (A.Juss.) R.F.Almeida,
491453,Polygala tocantinensis J.F.B.Pastore & Antar,Polygala tocantinensis J.F.B.Pastore & Antar,Polygala tocantinensis J.F.B.Pastore & Antar,,
491615,Calandrinia cylindrica Poelln.,Rumicastrum cylindricum (Poelln.) Carolin,Rumicastrum cylindricum (Poelln.) Carolin,,
491760,Spiraea japonica subvar. brevistyla (Hayata) Masam.,Spiraea morrisonicola var. hayatana (H.L.Li) Businský,Spiraea morrisonicola var. hayatana (H.L.Li) Businský,Spiraea morrisonicola var. hayatana (H.L.Li) Businský,Spiraea japonica var. formosana (Hayata) Masam.
491968,Echinopsis klingleriana Cárdenas,Acanthocalycium rhodotrichum subsp. rhodotrichum,Acanthocalycium rhodotrichum subsp. rhodotrichum,Acanthocalycium rhodotrichum subsp. rhodotrichum,Acanthocalycium klinglerianum (Cárdenas) Lodé
491973,Echinopsis chacoana Schütz,Acanthocalycium rhodotrichum subsp. rhodotrichum,Acanthocalycium rhodotrichum subsp. rhodotrichum,Acanthocalycium rhodotrichum subsp. rhodotrichum,Acanthocalycium rhodotrichum subsp. chacoanum (Schütz) Schlumpb.
491979,Echinopsis rhodotricha var. chacoana (Schütz) F.Ritter,Acanthocalycium rhodotrichum subsp. rhodotrichum,Acanthocalycium rhodotrichum subsp. rhodotrichum,Acanthocalycium rhodotrichum subsp. rhodotrichum,Acanthocalycium rhodotrichum subsp. chacoanum (Schütz) Schlumpb.
491980,Echinopsis rhodotricha subsp. chacoana (Schütz) P.J.Braun & Esteves,Acanthocalycium rhodotrichum subsp. rhodotrichum,Acanthocalycium rhodotrichum subsp. rhodotrichum,Acanthocalycium rhodotrichum subsp. rhodotrichum,Acanthocalycium rhodotrichum subsp. chacoanum (Schütz) Schlumpb.
492062,Hieracium gothicum subsp. tenuiceps Dahlst.,Hieracium laevigatum subsp. perangustum (Dahlst.) Zahn,Hieracium laevigatum subsp. perangustum (Dahlst.) Zahn,Hieracium laevigatum subsp. perangustum (Dahlst.) Zahn,Hieracium tenuiceps (Dahlst.) Brenner
492249,Hieracium inuliflorum subsp. subinuliflorum de Retz,Hieracium orteganum Arv.-Touv. & Gaut.,Hieracium orteganum Arv.-Touv. & Gaut.,Hieracium orteganum Arv.-Touv. & Gaut.,"Hieracium candidum subsp. subinuliflorum (de Retz) Mateo, Egido & Gómiz"
492479,Hieracium bifidum subsp. caesiiceps (Brenner) Zahn,Hieracium sublividum (Dahlst.) Johanss.,Hieracium sublividum (Dahlst.) Johanss.,Hieracium sublividum (Dahlst.) Johanss.,Hieracium bifidum subsp. caesiiflorum (Norrl.) Zahn
492688,Rubus foliosus var. monticola (Boulay) Sudre,Rubus foliosus Weihe,Rubus foliosus Weihe,Rubus foliosus Weihe,Rubus pallidus Weihe
492695,Rubus tereticaulis var. subserpens Sudre,Rubus tereticaulis P.J.Müll.,Rubus tereticaulis P.J.Müll.,Rubus tereticaulis P.J.Müll.,
492867,Galium mollugo f. congesta Heintze,Galium mollugo L.,Galium mollugo L.,Galium mollugo L.,Galium mollugo subsp. mollugo
493042,Bellis hirta Host,Bellis sylvestris Cirillo,Bellis sylvestris Cirillo,Bellis sylvestris Cirillo,Bellis sylvestris subsp. sylvestris
493105,Alnus cordifolia Ten.,Alnus cordata (Loisel.) Duby,Alnus cordata (Loisel.) Duby,Alnus cordata (Loisel.) Duby,Alnus cordata subsp. neapolitana (Savi) J.-M.Tison
493255,Diomma Engl. ex Harms,Spathelia L.,Spathelia L.,Spathelia L.,Sohnreyia K.Krause
493262,Acacia leucadendron A.Cunn. ex Benth.,Acacia binervata DC.,Acacia binervata DC.,Acacia binervata DC.,Acacia binervia (J.C.Wendl.) J.F.Macbr.
493604,Salix govaniana Wall.,Salix myrtilloides L.,Salix myrtilloides L.,Salix myrtilloides L.,Salix denticulata Andersson
493870,Libanotis Haller ex Zinn,Seseli L.,Seseli L.,Seseli L.,Libanotis Haller ex Zinn
493907,Citrus × iyo Yu.Tanaka,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
494131,Cebatha Forssk.,Cocculus DC.,Cocculus DC.,Cocculus DC.,Cebatha Forssk.
